parent,children,instances
NP,"('DT', 'VBN', 'NNP', 'NNP', 'NN')",2.8564083521380217e-05
NP,"('DT', 'VBN', 'NNS')",0.0001428204176069011
NP,"('DT', 'VBN', 'QP', '-NONE-')",2.8564083521380217e-05
NP,"('DT', '``', 'ADJP', ""''"", 'NN')",2.8564083521380217e-05
NP,"('DT', '``', 'ADJP', ""''"", 'VBG')",2.8564083521380217e-05
NP,"('DT', '``', 'ADJP', 'NN')",2.8564083521380217e-05
NP,"('DT', '``', 'JJ', ""''"", 'NN')",0.0001713845011282813
NP,"('DT', '``', 'JJ', ',', 'JJ', ',', 'JJ', 'NN')",2.8564083521380217e-05
NP,"('DT', '``', 'JJ', 'NN')",0.0001428204176069011
NP,"('DT', '``', 'JJ', 'NN', ""''"")",0.00011425633408552087
NP,"('DT', '``', 'JJ', 'NN', ""''"", 'NN')",5.7128167042760435e-05
NP,"('DT', '``', 'JJ', 'NN', 'NN', ""''"")",5.7128167042760435e-05
NP,"('DT', '``', 'JJ', 'NNS', ""''"")",2.8564083521380217e-05
NP,"('DT', '``', 'NN')",0.0001713845011282813
NP,"('DT', '``', 'NN', ""''"")",0.0001428204176069011
NP,"('DT', '``', 'NN', ""''"", 'NN')",0.00011425633408552087
NP,"('DT', '``', 'NN', 'CC', 'NN')",2.8564083521380217e-05
NP,"('DT', '``', 'NN', 'NN')",2.8564083521380217e-05
NP,"('DT', '``', 'NN', 'NN', ""''"")",0.0001428204176069011
NP,"('DT', '``', 'NN', 'NN', ""''"", 'NN')",2.8564083521380217e-05
NP,"('DT', '``', 'NN', 'NN', 'NN', 'NN')",2.8564083521380217e-05
NP,"('DT', '``', 'NN', 'S')",5.7128167042760435e-05
NP,"('DT', '``', 'NNP', 'NNP', ""''"")",2.8564083521380217e-05
NP,"('DT', '``', 'NNP', 'NNP', 'NNP', ""''"", 'NNP')",2.8564083521380217e-05
NP,"('DT', '``', 'NNS', ""''"")",2.8564083521380217e-05
NP,"('EX',)",0.002513639349881459
NP,"('FW',)",5.7128167042760435e-05
NP,"('IN',)",5.7128167042760435e-05
NP,"('IN', 'CD', 'NN')",2.8564083521380217e-05
NP,"('IN', 'CD', 'NNS')",5.7128167042760435e-05
NP,"('IN', 'DT')",2.8564083521380217e-05
NP,"('IN', 'DT', 'JJ')",2.8564083521380217e-05
NP,"('IN', 'DT', 'JJ', 'NN')",2.8564083521380217e-05
NP,"('IN', 'DT', 'NN')",2.8564083521380217e-05
NP,"('IN', 'JJ', 'NN')",2.8564083521380217e-05
NP,"('IN', 'JJ', 'NN', 'NN')",2.8564083521380217e-05
NP,"('IN', 'JJ', 'NNS')",2.8564083521380217e-05
NP,"('IN', 'NN')",0.0001999485846496615
NP,"('IN', 'NNP')",2.8564083521380217e-05
NP,"('IN', 'QP', '-NONE-')",2.8564083521380217e-05
NP,"('JJ',)",0.0016567168442400526
NP,"('JJ', '', 'NN', '')",2.8564083521380217e-05
NP,"('JJ', ',', 'ADJP', 'NNP', 'NNS')",2.8564083521380217e-05
NP,"('JJ', ',', 'ADJP', 'NNS')",2.8564083521380217e-05
NP,"('JJ', ',', 'JJ', 'JJ', 'NN')",2.8564083521380217e-05
NP,"('JJ', ',', 'JJ', 'NN')",0.00011425633408552087
NP,"('JJ', ',', 'JJ', 'NN', 'NN')",2.8564083521380217e-05
NP,"('JJ', ',', 'JJ', 'NN', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('JJ', ',', 'JJ', 'NN', 'NNS')",8.569225056414065e-05
NP,"('JJ', ',', 'JJ', 'NNS')",8.569225056414065e-05
NP,"('JJ', ',', 'JJ', '``', 'NNS', ""''"")",2.8564083521380217e-05
NP,"('JJ', 'ADJP', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'CC', 'DT', 'NN')",8.569225056414065e-05
NP,"('JJ', 'CC', 'JJ')",2.8564083521380217e-05
NP,"('JJ', 'CC', 'JJ', 'NNS')",8.569225056414065e-05
NP,"('JJ', 'CC', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'CD')",0.0007712302550772659
NP,"('JJ', 'CD', 'NNP', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'CD', 'NNS')",5.7128167042760435e-05
NP,"('JJ', 'CD', 'POS')",5.7128167042760435e-05
NP,"('JJ', 'DT', 'JJ', 'NN')",2.8564083521380217e-05
NP,"('JJ', 'DT', 'NN')",0.0001713845011282813
NP,"('JJ', 'JJ', 'JJ', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'JJ', 'JJ', 'NNS')",0.0001713845011282813
NP,"('JJ', 'JJ', 'NN')",0.0013425119255048702
NP,"('JJ', 'JJ', 'NN', 'NN')",8.569225056414065e-05
NP,"('JJ', 'JJ', 'NN', 'NNS')",0.0003427690022565626
NP,"('JJ', 'JJ', 'NN', 'POS')",2.8564083521380217e-05
NP,"('JJ', 'JJ', 'NNP')",2.8564083521380217e-05
NP,"('JJ', 'JJ', 'NNP', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'JJ', 'NNPS', 'CC', 'NNPS', 'CC', 'NNPS')",2.8564083521380217e-05
NP,"('JJ', 'JJ', 'NNS')",0.0028278442686166414
NP,"('JJ', 'JJ', 'NNS', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'JJ', 'NNS', 'S')",2.8564083521380217e-05
NP,"('JJ', 'JJ', 'NNS', 'SBAR')",2.8564083521380217e-05
NP,"('JJ', 'JJ', 'NX')",2.8564083521380217e-05
NP,"('JJ', 'NN')",0.013939272758433546
NP,"('JJ', 'NN', ""''"")",2.8564083521380217e-05
NP,"('JJ', 'NN', ':')",2.8564083521380217e-05
NP,"('JJ', 'NN', 'CC', 'NN')",0.00022851266817104174
NP,"('JJ', 'NN', 'CC', 'NN', 'NN')",2.8564083521380217e-05
NP,"('JJ', 'NN', 'CC', 'NN', 'NN', 'NNS')",5.7128167042760435e-05
NP,"('JJ', 'NN', 'CC', 'NN', 'NNS')",0.0001428204176069011
NP,"('JJ', 'NN', 'JJ', 'NN', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'NN', 'NN')",0.001713845011282813
NP,"('JJ', 'NN', 'NN', 'CC', 'NN', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'NN', 'NN', 'NN')",0.0001428204176069011
NP,"('JJ', 'NN', 'NN', 'NNP', 'CC', 'NNP')",2.8564083521380217e-05
NP,"('JJ', 'NN', 'NN', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('JJ', 'NN', 'NN', 'NNP', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('JJ', 'NN', 'NN', 'NNS')",0.00022851266817104174
NP,"('JJ', 'NN', 'NN', 'NP', 'NNP')",2.8564083521380217e-05
NP,"('JJ', 'NN', 'NNP', 'NNP')",8.569225056414065e-05
NP,"('JJ', 'NN', 'NNP', 'NNP', 'NNP')",5.7128167042760435e-05
NP,"('JJ', 'NN', 'NNP', 'NNP', 'NNPS', 'NNP')",2.8564083521380217e-05
NP,"('JJ', 'NN', 'NNP', 'NNP', 'VBG')",2.8564083521380217e-05
NP,"('JJ', 'NN', 'NNP', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'NN', 'NNS')",0.004056099860035991
NP,"('JJ', 'NN', 'NNS', 'CC', 'NNS')",5.7128167042760435e-05
NP,"('JJ', 'NN', 'NNS', 'NN')",2.8564083521380217e-05
NP,"('JJ', 'NN', 'NNS', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'NN', 'POS')",0.000399897169299323
NP,"('JJ', 'NN', 'S')",0.0001713845011282813
NP,"('JJ', 'NN', 'SBAR')",2.8564083521380217e-05
NP,"('JJ', 'NN', 'VBG', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'NN', 'VBZ')",2.8564083521380217e-05
NP,"('JJ', 'NNP')",0.0009711788397269274
NP,"('JJ', 'NNP', 'CD')",0.00011425633408552087
NP,"('JJ', 'NNP', 'JJ', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'NNP', 'NN')",5.7128167042760435e-05
NP,"('JJ', 'NNP', 'NN', 'NN', 'JJ', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'NNP', 'NN', 'NNS')",5.7128167042760435e-05
NP,"('JJ', 'NNP', 'NNP')",0.0002856408352138022
NP,"('JJ', 'NNP', 'NNP', 'CC', 'NNP')",2.8564083521380217e-05
NP,"('JJ', 'NNP', 'NNP', 'CC', 'NNP', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'NNP', 'NNP', 'NN')",5.7128167042760435e-05
NP,"('JJ', 'NNP', 'NNP', 'NN', 'NNP')",2.8564083521380217e-05
NP,"('JJ', 'NNP', 'NNP', 'NNP')",0.0001713845011282813
NP,"('JJ', 'NNP', 'NNP', 'NNP', 'NNP')",5.7128167042760435e-05
NP,"('JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'NN')",2.8564083521380217e-05
NP,"('JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('JJ', 'NNP', 'NNP', 'NNPS', 'NNP')",2.8564083521380217e-05
NP,"('JJ', 'NNP', 'NNP', 'NNS')",5.7128167042760435e-05
NP,"('JJ', 'NNP', 'NNS')",0.0003713330857779428
NP,"('JJ', 'NNP', 'NNS', 'CC', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'NNP', 'POS')",2.8564083521380217e-05
NP,"('JJ', 'NNPS')",5.7128167042760435e-05
NP,"('JJ', 'NNS')",0.022308549230197948
NP,"('JJ', 'NNS', ""''"")",2.8564083521380217e-05
NP,"('JJ', 'NNS', ',', 'NN', 'CC', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'NNS', 'CC', 'NN')",5.7128167042760435e-05
NP,"('JJ', 'NNS', 'CC', 'NNS')",0.00022851266817104174
NP,"('JJ', 'NNS', 'NN')",5.7128167042760435e-05
NP,"('JJ', 'NNS', 'NNS')",0.000257076751692422
NP,"('JJ', 'NNS', 'POS')",0.00011425633408552087
NP,"('JJ', 'NNS', 'S')",0.00011425633408552087
NP,"('JJ', 'NNS', 'SBAR')",2.8564083521380217e-05
NP,"('JJ', 'NP')",2.8564083521380217e-05
NP,"('JJ', 'NX')",0.00022851266817104174
NP,"('JJ', 'PRN', 'JJ', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'QP', '-NONE-')",2.8564083521380217e-05
NP,"('JJ', 'SBAR')",2.8564083521380217e-05
NP,"('JJ', 'UCP', 'NNS')",8.569225056414065e-05
NP,"('JJ', 'VBG')",8.569225056414065e-05
NP,"('JJ', 'VBG', 'NN')",2.8564083521380217e-05
NP,"('JJ', 'VBG', 'NNS')",0.0001713845011282813
NP,"('JJ', 'VBN', 'NN')",2.8564083521380217e-05
NP,"('JJ', 'VBN', 'NN', 'CC', 'VBG', 'NNS')",2.8564083521380217e-05
NP,"('JJ', 'VBN', 'NNS')",0.00011425633408552087
NP,"('JJ', '``', 'NN', ""''"")",2.8564083521380217e-05
NP,"('JJR',)",0.0006569739209917449
NP,"('JJR', 'DT', 'NN')",0.0001713845011282813
NP,"('JJR', 'JJ', 'CC', 'JJ', 'NNS')",2.8564083521380217e-05
NP,"('JJR', 'JJ', 'NN')",8.569225056414065e-05
NP,"('JJR', 'JJ', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('JJR', 'JJ', 'NNS')",0.0001713845011282813
NP,"('JJR', 'JJ', 'NX')",2.8564083521380217e-05
NP,"('JJR', 'NN')",0.0006284098374703648
NP,"('JJR', 'NN', 'NN')",0.0001713845011282813
NP,"('JJR', 'NN', 'NN', 'NN')",5.7128167042760435e-05
NP,"('JJR', 'NN', 'NNS')",0.0001999485846496615
NP,"('JJR', 'NNP', 'NN', 'NNS')",5.7128167042760435e-05
NP,"('JJR', 'NNS')",0.0015424605101545317
NP,"('JJR', 'NNS', 'CC', 'NNS')",2.8564083521380217e-05
NP,"('JJR', 'VBG', 'NN')",2.8564083521380217e-05
NP,"('JJS',)",0.000514153503384844
NP,"('JJS', 'JJ', 'JJ', 'NNS')",2.8564083521380217e-05
NP,"('JJS', 'JJ', 'NNS')",0.00011425633408552087
NP,"('JJS', 'NN', 'NN')",2.8564083521380217e-05
NP,"('JJS', 'NN', 'NNS')",5.7128167042760435e-05
NP,"('JJS', 'NNPS')",2.8564083521380217e-05
NP,"('JJS', 'NNS')",0.0003427690022565626
NP,"('JJS', 'RB', 'JJ', 'NNS')",2.8564083521380217e-05
NP,"('LST', 'DT', 'JJ', 'NN', 'NN')",2.8564083521380217e-05
NP,"('LST', 'JJ', 'JJ', 'NN', '.')",2.8564083521380217e-05
NP,"('LST', 'NP', 'PP')",2.8564083521380217e-05
NP,"('LST', 'NP', 'VP')",2.8564083521380217e-05
NP,"('LST', 'VBN', 'NN')",2.8564083521380217e-05
NP,"('NAC', 'CD', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NAC', 'JJ', 'NN')",2.8564083521380217e-05
NP,"('NAC', 'NN')",2.8564083521380217e-05
NP,"('NAC', 'NN', 'NN')",2.8564083521380217e-05
NP,"('NAC', 'NNP')",2.8564083521380217e-05
NP,"('NAC', 'NNP', 'NNP')",5.7128167042760435e-05
NP,"('NAC', 'NNS')",5.7128167042760435e-05
NP,"('NAC', 'POS')",8.569225056414065e-05
NP,"('NAC', 'VBG', 'NN', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NN',)",0.037647462081179126
NP,"('NN', ',', 'NN', ',', 'NN')",2.8564083521380217e-05
NP,"('NN', ',', 'NN', 'CC', 'NN')",8.569225056414065e-05
NP,"('NN', ',', 'NN', 'CC', 'NN', 'NN')",2.8564083521380217e-05
NP,"('NN', '.', 'NNP')",2.8564083521380217e-05
NP,"('NN', ':')",2.8564083521380217e-05
NP,"('NN', ':', 'IN', 'NN', '.')",2.8564083521380217e-05
NP,"('NN', 'CC', 'DT')",2.8564083521380217e-05
NP,"('NN', 'CC', 'JJ', 'NN', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('NN', 'CC', 'JJ', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('NN', 'CC', 'JJ', 'NNS')",5.7128167042760435e-05
NP,"('NN', 'CC', 'NN')",0.0005998457539489845
NP,"('NN', 'CC', 'NN', 'CC', 'NNS')",2.8564083521380217e-05
NP,"('NN', 'CC', 'NN', 'JJ', 'NN')",2.8564083521380217e-05
NP,"('NN', 'CC', 'NN', 'NN', 'NN')",2.8564083521380217e-05
NP,"('NN', 'CC', 'NN', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('NN', 'CC', 'NN', 'NNS')",0.0003713330857779428
NP,"('NN', 'CC', 'NNS')",0.0001713845011282813
NP,"('NN', 'CC', 'NNS', 'NNS')",2.8564083521380217e-05
NP,"('NN', 'CC', 'VBG', 'NN')",5.7128167042760435e-05
NP,"('NN', 'CD')",0.0003142049187351824
NP,"('NN', 'CD', '', 'NN', '')",2.8564083521380217e-05
NP,"('NN', 'CD', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('NN', 'JJ', 'NN')",0.00022851266817104174
NP,"('NN', 'JJ', 'NNS')",8.569225056414065e-05
NP,"('NN', 'NN')",0.007655174383729898
NP,"('NN', 'NN', 'CC', 'NN')",8.569225056414065e-05
NP,"('NN', 'NN', 'CC', 'NNS')",2.8564083521380217e-05
NP,"('NN', 'NN', 'CC', 'VBG', 'NN')",2.8564083521380217e-05
NP,"('NN', 'NN', 'CC', 'VBZ')",2.8564083521380217e-05
NP,"('NN', 'NN', 'NN')",0.0005998457539489845
NP,"('NN', 'NN', 'NN', 'NN')",2.8564083521380217e-05
NP,"('NN', 'NN', 'NN', 'NNS')",8.569225056414065e-05
NP,"('NN', 'NN', 'NNP', 'NNP')",8.569225056414065e-05
NP,"('NN', 'NN', 'NNP', 'NNP', 'CC', 'NNP', 'NNPS', 'NNP')",2.8564083521380217e-05
NP,"('NN', 'NN', 'NNP', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NN', 'NN', 'NNP', 'NNPS', 'NNP')",2.8564083521380217e-05
NP,"('NN', 'NN', 'NNS')",0.0011711274243765889
NP,"('NN', 'NN', 'NNS', 'CC', 'NNS', 'NNS')",2.8564083521380217e-05
NP,"('NN', 'NN', 'NNS', 'NNS')",2.8564083521380217e-05
NP,"('NN', 'NN', 'SBAR')",2.8564083521380217e-05
NP,"('NN', 'NNP')",2.8564083521380217e-05
NP,"('NN', 'NNP', 'NNP')",0.0003427690022565626
NP,"('NN', 'NNP', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NN', 'NNP', 'NNS')",2.8564083521380217e-05
NP,"('NN', 'NNP', 'POS')",2.8564083521380217e-05
NP,"('NN', 'NNS')",0.012311119997714873
NP,"('NN', 'NNS', 'CC', 'NN')",2.8564083521380217e-05
NP,"('NN', 'NNS', 'CC', 'NNS')",0.0001999485846496615
NP,"('NN', 'NNS', 'NN')",5.7128167042760435e-05
NP,"('NN', 'NNS', 'NNS')",8.569225056414065e-05
NP,"('NN', 'NNS', 'POS')",2.8564083521380217e-05
NP,"('NN', 'POS')",0.0005427175869062241
NP,"('NN', 'RB')",2.8564083521380217e-05
NP,"('NN', 'S')",0.0001428204176069011
NP,"('NN', 'SBAR')",0.0003142049187351824
NP,"('NN', 'VBD', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('NN', 'VBD', 'NNS')",2.8564083521380217e-05
NP,"('NN', 'VBG')",5.7128167042760435e-05
NP,"('NN', 'VBG', 'NN')",8.569225056414065e-05
NP,"('NN', 'VBG', 'NNS')",2.8564083521380217e-05
NP,"('NNP',)",0.035276643148904566
NP,"('NNP', ',', 'NNP')",0.0001713845011282813
NP,"('NNP', ',', 'NNP', ',')",0.00011425633408552087
NP,"('NNP', ',', 'NNP', ',', 'CC', 'NNP')",2.8564083521380217e-05
NP,"('NNP', ',', 'NNP', ',', 'NNP', ',', 'NNP')",2.8564083521380217e-05
NP,"('NNP', ',', 'NNP', ',', 'NNP', ',', 'NNP', 'CC', 'NNP')",5.7128167042760435e-05
NP,"('NNP', ',', 'NNP', ',', 'NNP', ',', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NNP', ',', 'NNP', 'CC', 'NNP')",0.0002856408352138022
NP,"('NNP', ',', 'NNP', 'CC', 'NNP', 'NNP')",8.569225056414065e-05
NP,"('NNP', ',', 'NNP', 'CC', 'NNP', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NNP', ',', 'NNP', 'CC', 'NNP', 'POS')",2.8564083521380217e-05
NP,"('NNP', ',', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NNP', '.')",0.0003427690022565626
NP,"('NNP', '.', 'NNP')",2.8564083521380217e-05
NP,"('NNP', ':')",8.569225056414065e-05
NP,"('NNP', 'CC', 'JJ', 'NNS')",2.8564083521380217e-05
NP,"('NNP', 'CC', 'NNP')",0.0009426147562055471
NP,"('NNP', 'CC', 'NNP', '.')",2.8564083521380217e-05
NP,"('NNP', 'CC', 'NNP', 'NNP')",0.00011425633408552087
NP,"('NNP', 'CC', 'NNP', 'NNP', 'JJ', 'NNS')",2.8564083521380217e-05
NP,"('NNP', 'CC', 'NNP', 'NNP', 'NN', 'S')",2.8564083521380217e-05
NP,"('NNP', 'CC', 'NNP', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'CC', 'NNP', 'NNP', 'NNS')",2.8564083521380217e-05
NP,"('NNP', 'CC', 'NNP', 'NNS')",2.8564083521380217e-05
NP,"('NNP', 'CC', 'NNP', 'POS')",0.0002856408352138022
NP,"('NNP', 'CD')",0.0025422034334028395
NP,"('NNP', 'CD', ',', 'CD')",0.0005998457539489845
NP,"('NNP', 'CD', ',', 'CD', ',')",2.8564083521380217e-05
NP,"('NNP', 'CD', 'JJ', 'NNS', 'NN')",2.8564083521380217e-05
NP,"('NNP', 'CD', 'NNS')",0.0001713845011282813
NP,"('NNP', 'DT', 'NNP')",5.7128167042760435e-05
NP,"('NNP', 'IN', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'JJ')",2.8564083521380217e-05
NP,"('NNP', 'JJ', 'NN')",0.0001428204176069011
NP,"('NNP', 'JJ', 'NNS')",0.0001428204176069011
NP,"('NNP', 'NN')",0.0013996400925476305
NP,"('NNP', 'NN', ',', 'NN', 'CC', 'JJ', 'NNS')",2.8564083521380217e-05
NP,"('NNP', 'NN', 'NN')",0.000257076751692422
NP,"('NNP', 'NN', 'NN', 'NN')",2.8564083521380217e-05
NP,"('NNP', 'NN', 'NNP')",5.7128167042760435e-05
NP,"('NNP', 'NN', 'NNP', 'NN')",2.8564083521380217e-05
NP,"('NNP', 'NN', 'NNP', 'NNP')",8.569225056414065e-05
NP,"('NNP', 'NN', 'NNS')",0.000514153503384844
NP,"('NNP', 'NN', 'VBN', 'NNS')",2.8564083521380217e-05
NP,"('NNP', 'NNP')",0.035476591733554226
NP,"('NNP', 'NNP', ',', 'NNP', 'NNP', 'CC', 'NNP')",5.7128167042760435e-05
NP,"('NNP', 'NNP', ',', 'NNP', 'NNPS')",2.8564083521380217e-05
NP,"('NNP', 'NNP', '.')",8.569225056414065e-05
NP,"('NNP', 'NNP', '.', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'NNP', ':')",8.569225056414065e-05
NP,"('NNP', 'NNP', 'CC', 'NNP')",0.0005427175869062241
NP,"('NNP', 'NNP', 'CC', 'NNP', 'NNP')",0.0001713845011282813
NP,"('NNP', 'NNP', 'CC', 'NNP', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'CC', 'NNP', 'NNP', 'POS')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'CC', 'NNP', 'NNS')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'CC', 'NNP', 'POS')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'CD', 'NNP', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'JJ', 'NN')",8.569225056414065e-05
NP,"('NNP', 'NNP', 'JJ', 'NNS')",5.7128167042760435e-05
NP,"('NNP', 'NNP', 'NN')",0.0001713845011282813
NP,"('NNP', 'NNP', 'NN', 'NN')",5.7128167042760435e-05
NP,"('NNP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NN', 'NNP', 'NNP')",0.0001428204176069011
NP,"('NNP', 'NNP', 'NN', 'NNS')",5.7128167042760435e-05
NP,"('NNP', 'NNP', 'NNP')",0.009683224313747893
NP,"('NNP', 'NNP', 'NNP', '.')",8.569225056414065e-05
NP,"('NNP', 'NNP', 'NNP', ':')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'CC', 'NNP')",5.7128167042760435e-05
NP,"('NNP', 'NNP', 'NNP', 'CC', 'NNP', ',', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'CC', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'JJ')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'JJ', 'NN')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'NN')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'NN', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'NNP')",0.0022851266817104175
NP,"('NNP', 'NNP', 'NNP', 'NNP', ',', 'PP', ',')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'NNP', 'CC', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'NNP', 'JJ', 'NN')",0.00022851266817104174
NP,"('NNP', 'NNP', 'NNP', 'NNP', 'JJ', 'VBG')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'NNP', 'NN')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'NNP', 'NNP')",0.00042846125282070327
NP,"('NNP', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'NNP', ',', 'NN', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP')",0.0001428204176069011
NP,"('NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'POS')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'NNP', 'NNS')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'NNP', 'POS')",0.00011425633408552087
NP,"('NNP', 'NNP', 'NNP', 'NNPS')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'NNPS', 'NNP')",0.00011425633408552087
NP,"('NNP', 'NNP', 'NNP', 'NNS')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNP', 'POS')",0.0004855894198634637
NP,"('NNP', 'NNP', 'NNPS')",0.0001999485846496615
NP,"('NNP', 'NNP', 'NNPS', 'CC', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNPS', 'NN', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNPS', 'NNP')",0.0001713845011282813
NP,"('NNP', 'NNP', 'NNPS', 'NNP', ':')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'NNPS', 'NNP', 'POS')",5.7128167042760435e-05
NP,"('NNP', 'NNP', 'NNS')",0.0005427175869062241
NP,"('NNP', 'NNP', 'NNS', 'NN')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'POS')",0.0037704590248221885
NP,"('NNP', 'NNP', 'POS', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'PRN', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'NNP', 'SYM', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'NNPS')",0.0016281527607186724
NP,"('NNP', 'NNPS', ':')",2.8564083521380217e-05
NP,"('NNP', 'NNPS', ':', '.')",2.8564083521380217e-05
NP,"('NNP', 'NNPS', 'CC', 'NNP', 'NNP')",5.7128167042760435e-05
NP,"('NNP', 'NNPS', 'NN', 'NNP', 'NNP')",2.8564083521380217e-05
NP,"('NNP', 'NNPS', 'NNP')",0.0006284098374703648
NP,"('NNP', 'NNPS', 'NNP', 'NNP')",0.0001428204176069011
NP,"('NNP', 'NNPS', 'NNP', 'POS')",5.7128167042760435e-05
NP,"('NNP', 'NNPS', 'POS')",0.0001999485846496615
NP,"('NNP', 'NNS')",0.002370818932274558
NP,"('NNP', 'NNS', 'CC', 'NN', 'NNS')",2.8564083521380217e-05
NP,"('NNP', 'NNS', 'NNS')",5.7128167042760435e-05
NP,"('NNP', 'NNS', 'POS')",2.8564083521380217e-05
NP,"('NNP', 'NP')",2.8564083521380217e-05
NP,"('NNP', 'NX')",8.569225056414065e-05
NP,"('NNP', 'POS')",0.0068268159616098716
NP,"('NNP', 'RB', 'NNS')",2.8564083521380217e-05
NP,"('NNP', 'VBG', 'NNS')",2.8564083521380217e-05
NP,"('NNP', 'VBP')",2.8564083521380217e-05
NP,"('NNP', 'VBZ')",2.8564083521380217e-05
NP,"('NNP', '``', 'NN', ""''"")",2.8564083521380217e-05
NP,"('NNPS',)",0.0005427175869062241
NP,"('NNPS', ':')",2.8564083521380217e-05
NP,"('NNPS', 'NNP')",8.569225056414065e-05
NP,"('NNPS', 'NNP', 'CC', 'NNP')",5.7128167042760435e-05
